129640.91406250,-628664.93750000,2416.29467773
129640.89843750,-628664.93750000,2414.36694336
129640.90625000,-628664.93750000,2415.02124023
129641.01562500,-628664.31250000,2416.13867188
129640.67968750,-628664.37500000,2368.04467773
129640.77343750,-628664.37500000,2381.15600586
129641.13281250,-628663.62500000,2419.30810547
129641.10937500,-628663.62500000,2415.46313477
129641.22656250,-628662.93750000,2418.25976563
129641.21093750,-628662.93750000,2415.64501953
129641.25781250,-628662.93750000,2422.61157227
129641.35156250,-628662.25000000,2421.29785156
129641.46875000,-628661.56250000,2423.20336914
129641.51562500,-628660.87500000,2416.02563477
129641.52343750,-628660.87500000,2416.87988281
129641.61718750,-628660.18750000,2415.67626953
129641.64062500,-628660.18750000,2418.60937500
129641.63281250,-628660.18750000,2418.04052734
129641.65625000,-628660.18750000,2421.48510742
129641.79687500,-628659.50000000,2427.02661133
129641.75781250,-628659.50000000,2420.92700195
129641.88281250,-628658.81250000,2424.61767578
129641.91406250,-628658.81250000,2428.93139648
129641.86718750,-628658.81250000,2422.47290039
129641.96875000,-628658.12500000,2423.25488281
129641.96093750,-628658.12500000,2421.88793945
129641.96093750,-628658.12500000,2421.76416016
129642.04687500,-628657.43750000,2419.00170898
129642.01562500,-628657.50000000,2415.07592773
129642.10937500,-628657.43750000,2428.18066406
129642.32812500,-628655.43750000,2416.00122070
129642.41406250,-628655.37500000,2428.85351563
129642.35156250,-628655.43750000,2419.38330078
129642.49218750,-628654.75000000,2425.59667969
129642.45312500,-628654.75000000,2419.11962891
129642.54687500,-628654.06250000,2418.62451172
129642.72656250,-628653.37500000,2429.56860352
129642.71093750,-628653.37500000,2427.90258789
129642.75781250,-628653.37500000,2434.67553711
129642.71875000,-628653.37500000,2429.13378906
129642.78125000,-628652.68750000,2422.86523438
129642.82812500,-628652.68750000,2429.36010742
129642.79687500,-628652.68750000,2424.97167969
129643.02343750,-628651.31250000,2429.29028320
129643.02343750,-628651.31250000,2428.79028320
129643.12500000,-628650.62500000,2429.16870117
129643.14062500,-628650.62500000,2430.58496094
129643.13281250,-628650.62500000,2429.89575195
129643.11718750,-628650.62500000,2427.84594727
129643.13281250,-628650.62500000,2430.17163086
129643.15625000,-628650.62500000,2433.72900391
129643.10937500,-628650.62500000,2426.92626953
129643.14062500,-628650.62500000,2430.86157227
